codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
B806,08/02/2018,22,23.6,27.3,23.6,82,82,51,20.3,20.4,16.1,905.9,905.9,905.7,1.8,77,5.3,580.3,0.0
B806,08/02/2018,2,18.4,18.7,18.3,97,97,97,17.9,18.2,17.9,908.0,908.1,907.1,1.2,99,3.5,-2.96,0.0
B806,08/02/2018,1,18.7,18.9,18.5,97,97,95,18.2,18.2,17.9,907.1,907.1,906.7,1.1,180,2.5,-3.14,0.2
B806,08/02/2018,14,23.4,23.4,20.5,72,84,67,18.0,18.6,16.3,908.8,909.4,908.8,2.0,339,4.3,2749.,0.0
B806,08/02/2018,0,18.8,19.1,18.7,95,96,94,18.0,18.3,17.9,906.7,906.8,906.5,1.4,353,2.5,-3.59,0.0
B806,08/02/2018,4,18.3,18.3,18.1,97,98,97,17.8,17.9,17.6,907.2,907.4,907.1,1.7,44,4.5,-1.47,0.0
B806,08/02/2018,13,20.6,20.8,18.4,81,91,81,17.2,17.9,16.4,909.4,909.4,909.2,1.6,332,3.8,1676.,0.0
B806,08/02/2018,21,27.2,27.4,26.1,51,57,50,16.1,17.4,15.8,905.8,906.3,905.7,1.5,294,4.4,1266.,0.0
B806,08/02/2018,5,18.1,18.4,18.1,97,97,96,17.6,17.8,17.5,907.0,907.5,907.0,0.7,68,3.7,-2.75,0.0
B806,08/02/2018,11,17.6,17.8,17.3,96,97,95,16.9,17.1,16.7,908.7,908.7,908.2,1.2,344,2.8,151.9,0.0
B806,08/02/2018,6,18.1,18.1,18.0,97,97,97,17.6,17.7,17.5,906.8,907.1,906.7,0.7,70,3.6,-2.22,0.0
